time_left_game,score_diff,tau_catboost,tau_xgb,tau_lgbm,tau_mean_ensemble,tau_std_across_models,tau_sign_agree_ratio,tau_sign_disagree
41.25,-1.0,-0.0017913307528942823,-0.0011439061490818858,-0.001329438528046012,-0.00142155847667406,0.00027221831692820293,0.0,0
41.25,0.0,-0.0017206069314852357,-0.001022444455884397,-0.0014954989310353994,-0.0014128501061350107,0.00029095341182319235,0.0,0
41.25,1.0,-0.00162684905808419,-0.001153753139078617,-0.0015319770900532603,-0.0014375264290720224,0.00020436182400304355,0.0,0
41.25,2.0,-0.0016260575503110886,-0.0009816241217777133,-0.0015681082149967551,-0.0013919299623618524,0.0002910929902727946,0.0,0
41.25,3.0,-0.0019082834478467703,-0.0010653614299371839,-0.0016013331478461623,-0.001524992675210039,0.0003483296167816937,0.0,0
41.25,4.0,-0.001628106809221208,-0.0009652510634623468,-0.0017963681602850556,-0.0014632420109895368,0.00035877031503895755,0.0,0
41.25,5.0,-0.0015165061922743917,-0.0010389297967776656,-0.0018322975374758244,-0.0014625778421759605,0.0003261280864970893,0.0,0
41.25,6.0,-0.0014167573535814881,-0.00104333960916847,-0.0017994119552895427,-0.001419836306013167,0.00030867292085454384,0.0,0
41.25,7.0,-0.0014167573535814881,-0.0010242767166346312,-0.0017994119552895427,-0.0014134820085018873,0.00031645611119099864,0.0,0
41.25,8.0,-0.0014167573535814881,-0.0010452143615111709,-0.0017994119552895427,-0.0014204612234607339,0.00030791101702097123,0.0,0
41.25,9.0,-0.0014167573535814881,-0.0010397545993328094,-0.0017994119552895427,-0.0014186413027346134,0.0003101316780155406,0.0,0
41.25,10.0,-0.0014167573535814881,-0.0010304540628567338,-0.0017994119552895427,-0.0014155411239092548,0.00031392692301939585,0.0,0
52.5,-10.0,-0.0015890129143372178,-0.0011804582318291068,-0.0015854202210903168,-0.0014516304557522137,0.00019175332788375857,0.0,0
52.5,-9.0,-0.0015890129143372178,-0.0011810377473011613,-0.0015854202210903168,-0.001451823627576232,0.00019148014967345007,0.0,0
52.5,-8.0,-0.0015890129143372178,-0.0011847959831357002,-0.0015854202210903168,-0.0014530763728544116,0.00018970855277136616,0.0,0
52.5,-7.0,-0.0015890129143372178,-0.0011562695726752281,-0.0015945819905027747,-0.0014466214925050735,0.00020532239959632947,0.0,0
52.5,-6.0,-0.0016119984211400151,-0.0011911144247278571,-0.0014207325875759125,-0.001407948477814595,0.00017206279804334894,0.0,0
52.5,-5.0,-0.0016028338577598333,-0.0011418098583817482,-0.0014964817091822624,-0.001413708475107948,0.00019710291425205953,0.0,0
52.5,-4.0,-0.0016028338577598333,-0.0011109682964161038,-0.0014255588175728917,-0.001379786990582943,0.00020339489950749155,0.0,0
52.5,-3.0,-0.0016593304462730885,-0.0012619863264262676,-0.0013566446723416448,-0.0014259871483470004,0.00016946360794799212,0.0,0
52.5,-2.0,-0.001588184735737741,-0.0011190759250894189,-0.0012972200056537986,-0.001334826888826986,0.00019335024748449322,0.0,0
52.5,-1.0,-0.0016383988549932837,-0.0011202777968719602,-0.0012965037021785975,-0.0013517267846812804,0.00021509617902698566,0.0,0
52.5,0.0,-0.001826724736019969,-0.0010592921171337366,-0.0014625642215833068,-0.0014495270249123375,0.00031343865163210004,0.0,0
52.5,1.0,-0.0018223942024633288,-0.0011398029746487737,-0.0014990424970164895,-0.0014870798913761973,0.00027879505498080407,0.0,0
52.5,2.0,-0.0018216026946902275,-0.0009714068728499115,-0.0015369232278317213,-0.00144331093179062,0.00035334655353844684,0.0,0
52.5,3.0,-0.0019640664104372263,-0.0010468513937667012,-0.0015842291759327054,-0.0015317156600455444,0.0003762880977075954,0.0,0
52.5,4.0,-0.0016823702026158571,-0.0009492714889347553,-0.0017763995565474033,-0.0014693470826993387,0.00036974707325628593,0.0,0
52.5,5.0,-0.0015707697020843625,-0.001020710333250463,-0.0018123287009075284,-0.001467936245414118,0.0003312561444572991,0.0,0
