time_left_game,score_diff,tau_wp,b_hat,cell_count,cell_density,tau_sensitivity,abs_difference,supported,tau_wp_sign,tau_sensitivity_sign,sign_flip,time_band
221.25,-10.0,0.0028503261661777,-0.0015082294509435,382,33.95555555555556,0.0043585556171212,0.0015082294509434998,True,positive,positive,False,180_240
221.25,-9.0,0.0019007441199695,-0.0015084226227675,396,35.2,0.0034091667427370003,0.0015084226227675003,True,positive,positive,False,180_240
221.25,-8.0,0.0001355912730408,-0.0015096754068508,438,38.93333333333333,0.0016452666798916,0.0015096754068508,True,positive,positive,False,180_240
221.25,-7.0,0.0041068556408087,-0.0015095549169927,459,40.8,0.0056164105578014,0.0015095549169927003,True,positive,positive,False,180_240
221.25,-6.0,0.0033307954824219,-0.0014689613987381,498,44.266666666666666,0.00479975688116,0.0014689613987380998,True,positive,positive,False,180_240
221.25,-5.0,0.0022538288030773,-0.0014597056433558,512,45.51111111111111,0.0037135344464331,0.0014597056433558,True,positive,positive,False,180_240
221.25,-4.0,0.002680990146473,-0.0014421055093407,545,48.44444444444444,0.0041230956558137,0.0014421055093406998,True,positive,positive,False,180_240
221.25,-3.0,0.0027165142043183,-0.001481682062149,626,55.644444444444446,0.0041981962664673,0.0014816820621490001,True,positive,positive,False,180_240
221.25,-2.0,0.0024943606307109,-0.0015085833147168,774,68.8,0.0040029439454277,0.0015085833147168,True,positive,positive,False,180_240
221.25,-1.0,0.0018430279257396,-0.0015076793109377,661,58.75555555555555,0.0033507072366773,0.0015076793109377,True,positive,positive,False,180_240
221.25,0.0,0.0020159780591105,-0.0014681305425862,855,76.0,0.0034841086016967,0.0014681305425861997,True,positive,positive,False,180_240
221.25,1.0,0.0013677654011795,-0.0014939719888692,652,57.95555555555556,0.0028617373900487,0.0014939719888692,True,positive,positive,False,180_240
221.25,2.0,0.0003670406149467,-0.0014375532434011,649,57.68888888888889,0.0018045938583478001,0.0014375532434011,True,positive,positive,False,180_240
