variant,season,time_bin,shot_type,n,n_games,fitted_next_state_wp,empirical_win_rate,wp_minus_empirical
surface,2010,15-30s,3PA,7,7,0.49477325272668704,0.14285714285714285,0.3519161098695442
surface,2010,30-45s,2PA,19,19,0.3060000103251104,0.2631578947368421,0.04284211558826834
surface,2010,30-45s,3PA,6,6,0.4346980032221155,0.5,-0.06530199677788451
surface,2010,45-60s,2PA,17,16,0.36234926988738403,0.29411764705882354,0.06823162282856049
surface,2010,45-60s,3PA,1,1,0.499991149493252,0.0,0.499991149493252
surface,2011,0-15s,2PA,12,12,0.35838696591241664,0.08333333333333333,0.27505363257908333
surface,2011,0-15s,3PA,21,19,0.48401552879915866,0.6190476190476191,-0.1350320902484604
surface,2011,15-30s,2PA,12,12,0.3676970561531067,0.16666666666666666,0.20103038948644006
surface,2011,15-30s,3PA,3,3,0.44633027438427936,0.3333333333333333,0.11299694105094604
surface,2011,30-45s,2PA,10,10,0.3279722926909886,0.3,0.02797229269098861
surface,2011,30-45s,3PA,4,4,0.45749663222956,0.5,-0.042503367770440004
surface,2011,45-60s,2PA,10,10,0.3536332632438477,0.4,-0.04636673675615233
surface,2011,45-60s,3PA,1,1,0.507206873935019,0.0,0.507206873935019
surface,2012,0-15s,2PA,17,17,0.3930601845512698,0.0,0.3930601845512698
surface,2012,0-15s,3PA,28,27,0.4875894392472124,0.32142857142857145,0.16616086781864092
surface,2012,15-30s,2PA,17,17,0.3435291562227889,0.11764705882352941,0.2258820973992595
surface,2012,15-30s,3PA,9,9,0.4897279894836318,0.5555555555555556,-0.0658275660719238
surface,2012,30-45s,2PA,16,16,0.30649975260311535,0.375,-0.06850024739688465
surface,2012,30-45s,3PA,4,4,0.45770610438685977,0.25,0.20770610438685977
surface,2012,45-60s,2PA,16,16,0.35474134591970896,0.375,-0.02025865408029104
surface,2012,45-60s,3PA,6,6,0.4436984757316067,0.5,-0.0563015242683933
surface,2013,0-15s,2PA,21,19,0.27700815407466434,0.3333333333333333,-0.05632517925866898
surface,2013,0-15s,3PA,31,30,0.47563804088021777,0.5161290322580645,-0.04049099137784673
surface,2013,15-30s,2PA,14,14,0.31113814555113495,0.0,0.31113814555113495
surface,2013,15-30s,3PA,7,7,0.4421585164245167,0.14285714285714285,0.29930137356737385
surface,2013,30-45s,2PA,11,11,0.31158731954154945,0.18181818181818182,0.12976913772336762
surface,2013,30-45s,3PA,2,2,0.49946309239860753,0.5,-0.0005369076013924667
surface,2013,45-60s,2PA,5,5,0.3982101789922786,0.0,0.3982101789922786
surface,2013,45-60s,3PA,5,5,0.4482408894908782,0.4,0.04824088949087818
surface,2014,0-15s,2PA,16,16,0.3691695651716427,0.125,0.24416956517164268
surface,2014,0-15s,3PA,25,24,0.4571136952856434,0.56,-0.10288630471435667
surface,2014,15-30s,2PA,16,15,0.34660792883701463,0.0625,0.28410792883701463
surface,2014,15-30s,3PA,8,8,0.4567900121702476,0.75,-0.2932099878297524
surface,2014,30-45s,2PA,8,8,0.3022266748520731,0.25,0.05222667485207311
surface,2014,30-45s,3PA,5,5,0.46518531365569943,0.6,-0.13481468634430055
surface,2014,45-60s,2PA,13,13,0.3339538492459585,0.23076923076923078,0.10318461847672772
surface,2015,0-15s,2PA,21,20,0.37795038211790083,0.09523809523809523,0.2827122868798056
